"usuario","genero","edad","indice_fidelidad"
"94ee04c627daca38ba9ed694e3173819","Femenino",58,0.9
"925c53a49734bd61f7fca8a849809dcd","Masculino",75,0.9
"9a3ce9906723b1dabb6d228e0c10d38d","Masculino",57,0.9
"3825cef10d95eca3f7f3af237abe1ca1","Femenino",72,0.86
"d85d0878f393d1bfe50573a36103cc3d","Masculino",40,0.9
"a716d4fdf241dff54c480212b28f49a8","Femenino",81,0.9
"d721b31bb719550f86e7a210ce381cf8","Femenino",57,0.9
"81e6ca8b014984eee4cc57f0ac1466f3","Masculino",74,0.86
"05b1292318932ab87df94d4e3f66220e","Femenino",47,0.9
"402ff738c5d6e329f8a1dc6645dd62ef","Masculino",46,0.9
"92baff98d68d10973afc65633e307982","Masculino",43,0.9
"b8371e7d5dec8e0ed078d07203366aa8","Masculino",68,0.9
"7d64c9dc6573b3b7028b06289713523b","Masculino",43,0.9
"b59a1fce740168ce72a2a9d92af5550c","Masculino",65,0.9
"a2f9bf01a139344414fbed865fbdedb5","Masculino",78,0.75
"7c54da8a62a88905468a073d33a49774","Masculino",56,0.9
"3cd856e25dce0ee5b9b324179f3e6d80","Masculino",65,0.9
"b9642eb5a69687e8a4959f4e29a491cc","Masculino",74,0.9
"b5fcdc48ba76276622d878371eca39c3","Masculino",76,0.9
"cd3ad77e45b7c34057b2065669ea8433","S/D",33,0.9
"c794cbd4f9978423557e8ff41fba588a","Masculino",53,0.78
"5aa09f7e2d9894903058c08d42319246","S/D",46,0.78
"f5bec7794a501544b745629fcba90bec","Masculino",54,0.89
"f5baac4387d56435ce5a8f83ae0f25d8","Femenino",7,0.89
"9906d61895fda045d32b22e936ab1aa6","Masculino",39,0.89
"e367b89c861b57ffd9b3f347599312a0","S/D",85,0.42
"608d627582cf906baca41d2b207b346a","Masculino",68,0.89
"8213026da864b1b60a753c2dfb3c60df","Femenino",47,0.89
"5a28fcf04c6e17448d68ea6b12979ff8","Masculino",72,0.89
"8b124d25c363fd6159d2d9c587e13a7f","Masculino",79,0.89
"a201c3ef9fe0b45791e05feec0c3c192","Femenino",53,0.3
"ed09b9e6f8dab0775b7cd9f7a6329e14","Masculino",61,0.89
"d1a892f051699e8727290011ee8bd91e","Femenino",52,0.89
"3c2e1de6cf9be4bca8e9327670d52568","Masculino",59,0.89
"0d8260eb507649208d3148acf3297638","Femenino",50,0.89
"3464f0ce1390fbd1f294fe827975ac2b","Femenino",72,0.89
"a5520a32fbfc5d7b01005e36dcc7a785","Masculino",72,0.89
"737a495efe7ec76e03e11dbd2ff908bf","Masculino",36,0.29
"3073d944fdef9c845ac6dd4d52c80215","Masculino",80,0.2
"8949151bc6ab864bc2f7c3e8d2d768ff","Femenino",56,0.89
"0cc6d9efc0772d0af82bd4a932833f62","Masculino",50,0.88
"cc3ba3eca782da8ad99e088b8beb50c2","Masculino",72,0.88
"ffdd16670880a18d867d57e22771431a","Masculino",63,0.91
"615261dbfbb6060d18823655e1af82f3","S/D",70,0.91
"36ca7f447ace37b5c108bb16408594eb","Femenino",58,0.91
"ed5172e1b78512f56ab85e5c995a694b","S/D",42,0.91
"a22c46aaed61d9b910da0e33e12a8a05","Femenino",61,0.63
"f4175019b699db2fefcc32c44737a16b","Masculino",65,0.76
"453a1c7ddb470e0d249987f1e1b73f0d","Masculino",45,0.48
"3ff33af1052798846740687b430342e8","S/D",31,0.77
"c23d71c1e6a26d31aeb8f03679810ffa","Femenino",66,0.91
"085f23a8ead51b9ee75586afb3875f86","Masculino",47,0.91
"d6bf1d7c1d1a05b4de2bb78d965b27a0","Masculino",72,0.62
"9036931d273e0d44e420e0b2bf1815d6","Masculino",72,0.91
"fd8da9af7178bb6e6ae3f25af87cf5e0","Masculino",56,0.91
"6c5c204490843ce2a0514190acc62f07","S/D",60,0.91
"0cbb6947d37db8eba826f0c910277b36","Masculino",38,0.91
"7bf2ba646a8d7e1ea2e5323e2bde468e","Masculino",65,0.91
"d2c82a5c3feef1ab69fe823e13226536","Masculino",77,0.9
"ae162972d148b6b36754d9ae5d608788","Femenino",58,0.61
"dc882e1548482fe13ba2d71b681de88e","Femenino",64,0.9
"cfa282e55404343152709ed36cc79477","Masculino",39,0.89
"4686d7b831d0af33bbf1896a10e8eb57","Masculino",48,0.9
"9678a1ae0661443b18ddbbb5e54161c8","S/D",43,0.89
"dd91017e79a28901943baa2b581e28ad","Masculino",53,0.9
"5f77b6d7b94b51d3701e90280b1ec01c","Masculino",40,0.67
"bc632e3c6817f2be966ee58a4be4bfd7","S/D",53,0.6
"caa29817165d2d84db59b9e239fe1f85","Masculino",72,0.9
"76bf08720547e07f2212ee44c9ff61bc","Masculino",48,0.9
"91b514656dea870ee056256eab440255","Masculino",57,0.9
"63c3bf712f18793b67e39395d37a9315","Masculino",44,0.9
"26359103930a73e728b24e8720df70ca","Masculino",53,0.9
"2f5b11da4e64f99970e175426ad96b81","Masculino",64,0.9
"690da5c9c9c688cb9d967a22897e614f","Masculino",43,0.9
"53f94c204a6e7117e21596fb70a55d06","Masculino",46,0.9
"fb5b5d05d5096e6d9abbe17931b42344","Masculino",40,0.9
"b0122effa880435b8433c5248a29b97b","S/D",78,0.91
"4cb07320d7bf4437d4022e9bf982b4dc","Masculino",59,0.91
"37979b8d4df05a2d56927b03c8faed1c","Masculino",39,0.66
"2aa35e64475821ddfd7695ff23a7e229","Femenino",52,0.88
"ac6a2685d014dbd6510b9acbbbfcb95e","Femenino",75,0.88
"efd7dce61be8ea841bfe52eb78e5892a","S/D",67,0.91
"52f9d9c0d68e1fdc30396a1757bccaf3","S/D",71,0.91
"9d64f5198cac00feee7976c35e34732c","S/D",75,0.75
"a8c1904485bf9c2d6458ab9f611caf4b","Masculino",46,0.88
"c45a377aabb5fe7df1174bb5717f3044","Femenino",55,0.91
"5b06ea16e488650d3e7b762005ffe04a","S/D",57,0.79
"21aa0ac597a943a10a232a9abaae129b","Femenino",53,0.91
"ceaee903cee5f8e6ba30ea08bf069573","Masculino",50,0.91
"8493614d9fbab7ff94e2f72206d3d79d","Masculino",54,0.91
"71f773f77bcf9006c196431fb56f9820","Masculino",81,0.91
"866ec1f371c730bc87a71942733af979","Femenino",73,0.91
"fa16e9358b85cbe42818471281e660d9","Masculino",74,0.91
"4bcf50f4a17b9f25bd1d0e384e9f448a","Masculino",62,0.88
"eba41aab99c8bf4df71f46ab239f3276","Masculino",78,0.87
"c5316048d7d93a69bbfa1a70496ee05d","Masculino",84,0.91
"8c87cfb5bc15559e810f88487b7c1828","Masculino",71,0.91
"dcc5d76e839ca10b387288cd31845446","S/D",83,0.91
"71ce550ccf8bb8226d6dfcdb002de0dd","Masculino",63,0.91
"50c5905014c95254aab6158ce8550626","Masculino",77,0.91
"a547241bf2137d41404286c2342a2da5","Masculino",51,0.9
"1c9a00ce8e269d95dda8329a7ee3efce","Femenino",63,0.9
"fd2fa4004ce3adc1ee84172f90496c32","Masculino",53,0.9
"26394525ae25928dcd2a54b2d488f9ba","Femenino",72,0.9
"2c3a66ca5eb9d744e79e2d9db7b0959d","Masculino",72,0.9
"7f871f9012a0933f0fa553714ba27348","Masculino",41,0.9
"9c1105f6e2686dd29d90a9caac76d949","S/D",41,0.9
"3442b47876c329512099b88f21d02107","Femenino",66,0.9
"4138b129943d54e09b2c757a8add3c6b","Femenino",74,0.9
"d603f9c2efb5682860b17406364202fa","Femenino",52,0.9
"dae62fd07010edcad5acbae260cacd37","Masculino",52,0.9
"5835776d1e37b1d203df01be5c607204","Masculino",53,0.9
"ee7eb19616c7966337fe16993383615c","Femenino",51,0.9
"18454a7ccc32eed4c4cbcfcd798bd401","Masculino",71,0.9
"6d93b1bd845b793ecf3de979fb5679a8","S/D",57,0.9
"6f5e175e0f7a6dfc017b60fcc482050d","Femenino",73,0.86
"baa5bf77757542d269d39101ba61ba42","Masculino",57,0.9
"d858841f4de7e5a08b999c988db471f7","Femenino",62,0.9
"884ac2a89edd41cafa2f635ee7cca451","S/D",57,0.9
"714eef91e05107cc634eb046b4c6157d","Masculino",55,0.9
"907d4ff2ef6ec6df9025709441084a81","Masculino",51,0.9
"60a95c8cac1d1be5a1790a51315abf8b","Masculino",51,0.9
"0400c2147f259133be9afc851ae26aaf","Masculino",81,0.75
"39ab6950f97c952e00e6c62af4a12699","Masculino",76,0.89
"15e4d75b475381217fbbecbbc158415a","Femenino",39,0.89
"b5e8bc1df9061a5b0687b3d7ee0b6214","S/D",73,0.89
"68fb118d6662b3420beef434e397cb08","Masculino",48,0.89
"7faa0a29e62301329710a443322c1e37","Masculino",40,0.89
"b36e7bef0ec0a00225a3b9fae5ee8b6e","Masculino",71,0.89
"b9c0a050cdb941b39e9a21a7c2fdc187","S/D",42,0.89
"01ceb254746e34fa4027371e417d5456","Femenino",58,0.31
"33736ef3f1b4faa44e805099992601d9","Masculino",64,0.89
"16efc6baf14688285e127f569b39dca7","S/D",65,0.89
"5a7b02996aee155152810eb96ba6310d","Masculino",66,0.89
"e0568b1ab50e5f6bb9dc9e6268237863","S/D",48,0.89
"5932c5ddeb6b8fed0ca4ef31d3393db2","Femenino",80,0.89
"2ea685fc8dd0cf30e796830c4ccd8421","S/D",-7981,0.2
"f470e245e7133f13efff2b385a979cdc","S/D",57,0.89
"3ec6dfcc5eeae84b9f9b6afcc3b56d91","Femenino",60,0.89
"317e93875f8a765a930f3d4257200f37","Femenino",72,0.88
"cdf4cba204a8e6cb5cd050693d5c0cc2","Femenino",52,0.88
"c91d25892aac64afb3d8961d04a27e9f","Femenino",71,0.88
"989a7ada254301b87321dbd64bbdbb74","S/D",62,0.88
"da67c894ddf4ceb66968f1d86ee8caf6","Masculino",46,0.88
"443930efa9a11627d6109148fb0da1ff","S/D",-7981,0.27
"ac78caca03586f5fbdd7223574b32643","Femenino",34,0.32
"369929632e53e38f57e9e13dbaa6cd33","Masculino",39,0.89
"29a9e276aa7a604caeaabfbef7094233","Masculino",73,0.88
"755ac4b21cf3aaf9ba89e2e2852baf6b","Masculino",78,0.87
"060d0dc554e13a59089d68d1b91b6d86","Femenino",52,0.87
"1a28bed4e1bd149384cc2224d6592359","S/D",60,0.87
"e43d60aa53a9aad3e6a9fcd4e73083ea","Masculino",61,0.89
"fbe89f0a838e119e8a8f22729ccf5b86","Masculino",62,0.87
"49669492e9e0174ee02fc487a60f1405","Femenino",41,0.89
"973665b8c58e52728adc254b9de0ecd8","Masculino",50,0.89
"98791807fdaf32581e13f66a5ca8fcf4","Masculino",75,0.89
"56f332f0123318e2bd6b7336c10fbc2e","Femenino",74,0.86
"bae8f3d155d44fccda6a0f740ab36fe8","Femenino",65,0.56
"fe15313fad7d5dddffed9cdd4639ad46","S/D",69,0.19
"b829237c1a842e9513aaee33e54bff30","Masculino",75,0.18
"04ece89d342d163f180e93ad2ff161b5","S/D",67,0.86
"236b08d9083e21b78d76923d34d2775f","Masculino",72,0.39
"9168b452b028c67a18dc1366f718d7eb","S/D",81,0.86
"12e83a46369327b75d39034351db4c3c","Femenino",53,0.17
"c7c49cf6b376c6c5289ed21e47a99b34","Masculino",57,0.88
"9b73a9072d3a3719158be8791f69e783","Masculino",76,0.88
"9eb67048a9f35969e86a41a91f77e929","Femenino",88,0.62
"1d1ff1185e2584dfcd90f329dbcc8816","S/D",53,0.29
"04222cf2004b3c12e7902e634601d0f5","Masculino",61,0.08
"8f0175c8e5950cbda0e423d113ac94c8","Femenino",64,0.88
"98130abba8ad54645c50cc973f7a2f42","Masculino",48,0.42
"05156b3359f5fa92921cdc9fe2499edc","Femenino",69,0.49
"ad8426e2ac9fc769f4e2281ba9693379","Femenino",81,0.49
"4e2040be8b9736de68f7aa58542edda9","Masculino",65,0.91
"81f4f9e36291e30cec36a546a3afd9e6","Masculino",58,0.91
"18549d17306bf8ea3f606b52f90519fc","Masculino",52,0.91
"64a76a2b7e8e71dd612812c568f5c647","Masculino",63,0.91
"69a7a19d059a4f48c2e4c43c0f938a87","Masculino",64,0.9
"3ebe5b42adc2e182509896a226ed1725","S/D",74,0.9
"87e178ec5e6fdfdcb2cd3e418fe955a7","Femenino",75,0.86
"a9bd0e0c9bce2270c2d40087aa9e2860","S/D",47,0.86
"c258fa3383023cc64df93fd2c4651619","Masculino",73,0.44
"553386d103910f1ea932cf422bc83d0c","S/D",40,0.4
"01c72518c84592d5c484c2291f9fc433","Masculino",67,0.4
"46038b95e79f8b1dc4f3817c2c6e3338","S/D",56,0.16
"a38a0a1f95be2a5898f5fcd7a10a6afc","Femenino",44,0.39
"af3365c81b730dfba85a5ca26bcf2875","Femenino",52,0.39
"ff159deb28df6a9515cff3539da3b17c","Masculino",57,0.39
"17e82fd39408bbdc469f51acb38a208b","S/D",80,0.39
"75da75ee16e9da17c68426c9c0643527","Masculino",50,0.38
"0d91418c5ead646c1ec9399033db3527","Masculino",44,0.36
"ea2adb438a5a1aa092722d7cae7c92b4","Masculino",81,0.35
"b84a29be93aff9cdec00bbcc0523b4b6","Masculino",33,0.34
"0434431301fd6ab5681248e29a7da8db","S/D",26,0.56
"0703b4b55946ccddac142da2ad829411","Masculino",60,0.34
"f37f824f1708aae00f40c3ef7896f170","Femenino",71,0.33
"ac0f7d47e5b32243e5ed99d332604557","Masculino",50,0.11
"7405658a54c751d10eded9e697720467","Femenino",49,0.34
"8be5068f656a3542fe41b4d545b0f699","Femenino",61,0.1
"e0756b85de82a9c4e4219123698902d4","Femenino",52,0.54
"1e9c572e22a0d7a595d06096b40e3e5d","Masculino",47,0.54
"03f95cad484b4ab2cda4a8be2448c12f","S/D",48,0.89
"382993c386aa7786af0e1470fd8b6a91","Masculino",63,0.89
"8e90cefd183ed19fa62374c475f76b03","Masculino",62,0.88
"4a60b95aae6b10ee43a0cc3eb1bd4793","Masculino",65,0.87
"a91dc161d00aa64d9ec35b715d872eb4","Masculino",74,0.87
"f0a7185baefcc586e570ea75c3d1b3dd","Masculino",44,0.74
"c269aa79240da8c9e36f4d9f58958198","S/D",69,0.89
"6a88a477fb177fe2d96b6ffecdf7f671","Masculino",59,0.87
"3f94a85ceaf17dba8f22d08aac0f6441","Masculino",52,0.24
"5a6c4cd8b008367dcce387ee40b0ae86","Masculino",32,0.24
"14b315f07d18f93c0dfcf86fb3827eba","S/D",52,0.83
"9942a2aecec874b0b54973c2d8b1e665","S/D",73,0.83
"2a4b35782cdfd1381fb24d7fb4d010da","Femenino",69,0.31
"b26e3c1cfcb45695b9e9690df8b7c4c1","Masculino",60,0.89
"d5ce0cb0ba6a84394a5f2f70a903f778","Masculino",60,0.86
"3f2b827aa1fa28d2fbee6d8c64981595","Masculino",75,0.86
"5b3d91f039290a9d73822041b9a11fc9","Masculino",37,0.88
"1891b7de467e4e19cb9ace071e13ece1","Masculino",76,0.86
"e274d54afe659d8e8a35f2dade007826","Masculino",68,0.55
"eb6c76554b78b27cc1500b1cd1ad8bb1","Masculino",19,0.53
"9f64534ba7f408266888d3ce7ff1023e","Masculino",66,0.88
"5278d66110bed767833a52cf09513177","Masculino",42,0.88
"62d68b2aa5bfa7623d5a07b9133053d8","Masculino",70,0.43
"969c3a8c4dd15c6d238f8a8a517ef123","Femenino",50,0.09
"9da797b585db8aadd674075782e7b447","S/D",60,0.88
"4b088af7c1900d76d8f8cc945478724b","Femenino",76,0.88
"7de34c02355d6f65186384c71880a9c7","Femenino",67,0.07
"69e2072d3fb8674cbfa89ffa6f8ae7c0","Masculino",43,0.05
"3da5d5d8cb78f0644c5ab87e70d530c1","Femenino",47,0.87
"2761fbf00d9fb58ee92dae19d890b943","Femenino",53,0.87
"9ec0ecfeca71e76fb605a23caf3e6ab8","Femenino",62,0.49
"f36e6eaefefda9b6066fe08f064189c4","Masculino",68,0.91
"55024f3672d458d6bf8775f32bdbde98","Masculino",68,0.87
"bc6f5afeea51565e143dcf63e0abf107","Femenino",43,0.87
"60b408ebfdcce7c934f5b0920ba1440c","Masculino",53,0.91
"0556e053ab132b87348497e9a57ce52a","S/D",59,0.91
"de852f64cb6a2f0b7992339bd2992b85","Femenino",77,0.91
"f650a80614f42c82db7b2d585ab8b32f","Femenino",75,0.91
"388b5905dbf1f5cb10fb14f8332ccb09","S/D",66,0.91
"3d7637550b5656497b028d87e9ab2c50","Masculino",58,0.91
"3254f83dc26064187394350225fc2736","Masculino",65,0.9
"1840c15ed76fad55a3f2c077747dffcc","Femenino",4,0.6
"182878a07351b0fbe7e4dce4d531b538","Masculino",46,0.9
"acf21e43a167909eb6c7bb247e6337c5","Masculino",59,0.48
"3b291810b3e56b97dd4a9f890094ed7b","Masculino",60,0.47
"80e04dd53d1ebf08713cc368967e6e55","S/D",-7981,0.47
"817f4a044ea227c825376bffebb13333","Femenino",44,0.47
"1402f9332a8b89ee557aaecd9e8ff5fe","Masculino",35,0.85
"61ce50f9a5bb6e44e4a393f733ff730b","Femenino",73,0.45
"bfa70b0a6a9ebdc6d364a566c4f7299d","Masculino",50,0.77
"f0a7bc80d8c7c8f3a431b0c4dbcd476a","Masculino",27,0.85
"fa740d7e3bb748b26c078a89f7c7c399","S/D",39,0.77
"eacf2ed24537679933621b1e7a9f56c8","Masculino",71,0.76
"7a19683acbb48c0dd89576f9cb061afd","Masculino",43,0.38
"b6839d66a8c41eb2364849a4eb712b81","Femenino",68,0.38
"57eb2ba41a0ee9fbdb10f394b8dcab4a","S/D",67,0.38
"6f11666b4c08512eb6578b792d5e6005","Femenino",53,0.37
"97b488b0a245b294dc778e6cfd0cc093","S/D",72,0.35
"00ff2d10e1eb97cf7aee3615836b4153","Masculino",32,0.35
"cf5af2990863f7fcf311f73f3c6ee439","Masculino",40,0.34
"fa340f13d00e5a79585b6749f198c97e","Masculino",56,0.74
"bcac5963c80827e6e204f11f5c999c17","S/D",51,0.54
"4c45b3389ee0a5becb067311ab927d86","Femenino",66,0.88
"c429b5e423427d37c8808d932f769ccc","Masculino",66,0.88
"3e0b7d48cbc31f24b4b7250df83c1f38","Masculino",76,0.87
"1eaa2a5fb4d49365d728cc04cd945707","Femenino",58,0.87
"b05b88f8abce3005b2268a9992e3b1e4","S/D",-7981,0.89
"c0e1c84001e36ada3c329ae29612d161","Femenino",53,0.87
"b0583cbf0408a42cbcefbbfa9eb12a98","Masculino",43,0.87
"e91f445ff9ec663224df981246eab02e","S/D",60,0.87
"915e119cf61f0c74b3850eb2b3cece87","Femenino",70,0.89
"48ab3655be800d3b4b1032bdbc7056c8","Femenino",73,0.87
"f01327530a18dfaf5ae1e24f8a5b151c","Masculino",79,0.87
"768687d69b3db2d5158a5af3bcdc094f","Masculino",33,0.89
"12e1f0418ce21780aba9dd6b991ccac2","Masculino",41,0.89
"b1ba24cb1b6168ea01c70114694a4dff","Masculino",59,0.24
"cc55563d7bc6d06dead5c835cff47ad9","Masculino",74,0.89
"529f4de9e59f6c736c329a361c77a537","Masculino",40,0.89
"5cab05767d0dea5336359f800ea6e55b","Masculino",71,0.86
"d1d829ee1a7db81244d220109450544a","Femenino",35,0.22
"a7056a2fb4f98b61c59d1c7e6a1cae9e","S/D",31,0.74
"7ff3ec3edcf2339749239f65fa690ac1","Masculino",56,0.21
"0529c84e2dbb39bd499f6b09ec3a3ef4","Masculino",58,0.74
"681babb46fe3ad9c1905302b7971c35d","Masculino",67,0.89
"e068622e326109487371db6ab4aaa278","Femenino",35,0.2
"e6e82ee6c11d0b8ad28992e41b01d79b","Femenino",37,0.19
"646ada1fdeb5663ffa7f3f4c394b2116","Masculino",24,0.3
"9f39b86b268648d4e35a3152621af38e","Masculino",68,0.88
"7628ac56740f2cd119c744b7f13b2b41","Masculino",80,0.86
"61651adbb243cff6010010d2675d8c9a","Masculino",68,0.86
"9a2d0318342dc5f08a03b5004ea35cdc","S/D",56,0.88
"be5c9e3f1a892e4fb703a0cdf3ab0992","Masculino",68,0.62
"11ade1c08e813abaf724b24a16a0dd7a","Masculino",38,0.43
"70406a37ae51d75530b21bd36725dd51","Masculino",74,0.52
"ac25dbaa1d285fa179098dd8478f9684","Masculino",77,0.77
"93b78b7f0c7c803a2b34a91ed6ee1922","S/D",44,0.88
"8e1ca35d6c6aac724dec4ed7ccd03a62","Femenino",71,0.87
"99d4140dd164b86a863f00816a0e375f","Masculino",39,0.87
"9676cc39c33433d4f5314336fecb7b69","Masculino",61,0.05
"997ac385cbf59e3fc124ea2a3f849118","Femenino",85,0.04
"d5c0e4762e1e5c11e45d2c3d4caea583","S/D",75,0.91
"4e420b7a21065ebef658f1919e14771d","S/D",59,0.91
"cfedf4b2c6345061b821e98bb323fe0a","Masculino",71,0.87
"8166fc03608af130ee7a5bc99feb84c4","Femenino",77,0.91
"5ee13cb014e0cfd7c70fffbda6a8c3eb","Masculino",76,0.91
"e017730f83dce48b040c742fd49630e5","Masculino",71,0.91
"746039ada408d40492eb5364387b72fd","S/D",38,0.91
"032eba64241043a268d20a7bf1440cb3","Femenino",81,0.91
"db295af4da0847fca9bde795983041eb","Femenino",45,0.91
"4f3ad202bebdf7691702d21789c734fe","S/D",57,0.91
"2728a1255685929ec601c168074c68c5","Masculino",53,0.49
"a7824eb06bbcc933ed0f0a0bd9dee5cf","Masculino",57,0.9
"580c54e8d28f9a1fdcb81c2732e6969e","Femenino",58,0.47
"90cc8846630279792b5c59c4e0f721c6","Masculino",63,0.43
"f434404ba36f7dbb22f5b6602bd31120","Femenino",61,0.43
"0630554005d8c9c5950362f7305558aa","S/D",75,0.77
"ede861692a999c3e79f17fd68d40af07","S/D",27,0.76
"771c0ed015760f6c53d15d77931785d0","Masculino",43,0.58
"98a7c2a721e7f493abb8857a7f4524d7","Femenino",77,0.17
"5dd19f73a53735e85c43cc8c6c12a6d0","Femenino",75,0.39
"86c7483caa8bb8ded045fa2d7b3aaa69","Femenino",47,0.38
"53d2edaacd1f10c4ec3eb2a9906a64c8","Masculino",55,0.37
"69fc32d64717c9d06a7efe02d29663e4","Masculino",69,0.56
"166d88f73eb1014557fee2be69d9e28c","Masculino",23,0.88
"c7e856864f4745f046e204ba5eed3d76","Masculino",48,0.89
"1c530e5a2d0601ea967424027c25a17c","Masculino",63,0.87
"9e55350b70459526fe59439c51819648","S/D",44,0.89
"19d8e1e881bc7964b3aecf8a5d66f82c","Masculino",44,0.87
"f08c7f5c251798fb554f4c285a4baf2e","Masculino",73,0.89
"d57a4fd649f450a55c6475974c5bf543","Masculino",38,0.46
"ce8927749f20487f61018898b0aaa2db","Masculino",55,0.87
"11669e82308d7609305bf9ff240e12e2","S/D",58,0.23
"03142f6c96a0fa3066dc4e9aa18a525b","Masculino",60,0.63
"a0457bfb3cbfb35c3f01938111ab5de4","Masculino",76,0.89
"5c56a8ce186dd78dce2000283f26e27e","Femenino",65,0.86
"753a560ce9a69f4fd8c1b29112c2272b","S/D",53,0.86
"c3336718c2dd2694db30c33ff26e9332","Masculino",56,0.55
"7da204eb3d1fbc115b5fe6925a616ec0","Masculino",54,0.88
"a799f0c1337510da2886df2807119916","Masculino",59,0.88
"e7469a2574bc9684a8952b848a82c334","Femenino",40,0.88
"d6e7abf31dafeede65c04a5ba1ac9df3","Femenino",75,0.55
"3b6227dba318a102aaa62cb6d6820147","Masculino",41,0.16
"5f60a50dde654e25701362e51f6ccfce","Masculino",43,0.88
"c457ed988a5f7531cbb72ee2ebf44209","Masculino",42,0.88
"989ac2a50791eb7540a57a6a43405f4b","Masculino",50,0.3
"9855be48126fcd6cb072759b4232c093","Femenino",49,0.86
"7ac2c9f46fe6a1726ecf5281ca06bf31","Masculino",50,0.85
"e7899bd6b50a9e66758eaec5d769d2f9","Masculino",55,0.54
"376bde1eab40d0c224963f7dac82636f","Masculino",67,0.88
"e2ec2746ae20eed55f7d230d1210460e","Masculino",70,0.53
"aa72860f1d5b453e3867faef908e7b9e","S/D",51,0.39
"e1ba954646dc12ee0146867c3910fc54","Femenino",80,0.88
"6e0dbd2273a08324d1c3485daa04b86e","Masculino",74,0.51
"ab90f094cf40436dabf65a16063705b1","Masculino",72,0.51
"d0f22b8499a5226e6f9cdca6a83fedfc","Masculino",94,0.87
"0aee88fb9f59473ec1f1c22d177b2541","Masculino",29,0.08
"224107f49eb472cb22726e3fda89c586","Masculino",73,0.5
"1c3b3848012106f965bf6fc17ec6d3ba","Femenino",70,0.06
"45a9099ab7637e2db01de6abaea138d6","Masculino",43,0.87
"ad88002177a773b16c83a0ddc4956e64","S/D",74,0.41
"087f0d74ca7abbb0c1dbe6c0073e4c51","Femenino",50,0.91
"01c745dd2ba786ea115b7bf8939c718e","S/D",62,0.91
"dcc285fc49a9d9a9d74c1a5a040d22e3","Masculino",52,0.86
"d33c1a96d5b1677fd0db23b38c7506df","Masculino",53,0.91
"a876637ce593fdba06f187365c7022e7","S/D",78,0.91
"b4fdb2762e3f7dfef7c0580ae66d28d2","Masculino",58,0.91
"53a408b31757d56dfcd687112571f447","S/D",73,0.91
"f567c517e2c046d9fc35f594fab35882","Masculino",43,0.91
"b9a9656754a37b09dfecdcb50ba9bfc2","Masculino",38,0.9
"26de03b2a0ed5657011dd391f33a3094","Femenino",51,0.9
"cacd4c6f054bbbe728abfbd82f6b4d05","Masculino",40,0.9
"c1de82cd9dd5540dad5cb595ef8d4dea","S/D",45,0.86
"1e775b0694aa9246d79b7ff98a8112c7","S/D",76,0.9
"23fe06e769a023d65aa0d80b775d5cb5","Masculino",55,0.9
"26a4697a13abaf2fb248618d9ad57f1f","Masculino",37,0.9
"733833c5e445656b222a0bd496eaf172","Femenino",73,0.47
"ada716a6d4d726d1227c2227ff6d7f93","Masculino",76,0.45
"34aadee75741c9cd7cb89ea78f9b6040","Femenino",63,0.43
"388b1a55ea2ceee05a9d11eff7016cb5","Masculino",40,0.76
"089ea4568b28e99e44f86131c7966be4","Masculino",37,0.71
"814ce8613559a0df754b11ee296f395d","Masculino",72,0.4
"4f5cd57a80ac7302f7b1d27828b078bb","Masculino",57,0.75
"13d37ebd657b0e0e13ac38d5de2fc878","Masculino",53,0.38
"515b9941e78cbaa7d9ec1b47a983eb58","Femenino",53,0.35
"64a5aea408a2c6ab2af393e24c1fb466","S/D",60,0.56
"5c3f583687ea5da231a58137837c2bdd","Masculino",46,0.84
"a3b04d804e52cdbc0a44f016afa404fb","Masculino",51,0.85
"0dcff09db6be57e8632bf0ae81b1b840","Masculino",74,0.84
"76e280a09e34b24eea4bf6eec321b898","Femenino",78,0.83
"234783f91c36629897212c610d0b0bbe","Masculino",76,0.85
"cddb9ef8307212cdb8234d25bf87d651","Masculino",63,0.83
"35ac741fe30179e48ab8873f45cc75f2","Femenino",72,0.82
"a640de59c45ffe7a56a2b6487e5e2872","Femenino",80,0.84
"b51fb903d89671ca05832bc3efce9b4c","Femenino",48,0.82
"c2da5c97f8081a01dcdffaaac80abd50","Masculino",55,0.29
"7a11c11cb7390ddb70a6af9416f38b06","Masculino",66,0.55
"436d9e100ccd268ad236f3b190b583ce","Femenino",52,0.9
"43ad1f7320f2b4c89509df0d9e1fe7f4","Femenino",38,0.84
"70c3f11ded3b480ed2db165eac0335a8","Femenino",74,0.9
"50ecae191ac3ff20571d656385093806","Masculino",73,0.9
"73c1ac1005f8e084c359aaa9128762a9","S/D",70,0.84
"dd5b8bca53999f028880b769ba03d384","S/D",-7981,0.8
"4b25c508e3b3a5106a85ec2a6498ebb3","Masculino",86,0.82
"502741aa153d1b6483dd7f49f3ec4078","Masculino",47,0.52
"fb4a776622b63c3b621fcca5247e89b3","Masculino",52,0.84
"84ede91c79e30c6492bf788b3f97bfd2","Masculino",57,0.05
"25e741a07a8c353252c3d913da85ba73","Masculino",76,0.9
"6b728ee5a0e3186fb46db18c4c8b5fa5","Masculino",61,0.81
"63c8c13afe3f93e0707cf23405c26822","Masculino",78,0.9
"b5daf371fef85efc6b11da1f46b5f8f2","Masculino",75,0.81
"33a562e54423f83a92a706e5a0a3b3af","Femenino",67,0.81
